Count_of_Loans,Count_of_Late_Payments,Count_of_Loan_Enquiries,Existing_Loan_Balance,Credit_History_Length_Years,Defaulter
7,2,6,115563.21,5,1
6,3,5,837753.33,7,1
6,1,4,576220.83,14,0
5,3,3,997777.41,9,1
4,2,6,677190.74,1,1
4,2,2,1397329.17,19,1
3,5,4,513121.01,1,1
10,1,5,1195771.8,18,1
8,4,4,1293991.2,17,0
7,2,5,733261.73,18,1
9,1,0,400465.92,8,1
1,5,2,110621.88,2,1
7,2,4,1553181.54,6,1
10,3,0,1199397.07,6,1
4,2,1,973917.34,4,1
7,3,2,315940.39,14,1
1,2,6,1386930.13,7,0
5,3,6,762918.07,22,0
3,2,3,796557.19,12,0
5,5,3,1672135.01,1,1
4,1,2,916125.13,23,1
2,2,2,1216606.18,17,0
4,4,0,243088.71,10,0
3,2,4,742953.19,8,1
1,0,3,618651.58,8,0
10,2,1,648363.72,24,0
8,4,3,832782.31,12,1
5,6,0,969341.67,22,1
4,4,2,838836.63,8,1
10,2,4,751794.1,17,1
5,4,4,673455.61,18,1
4,2,4,1160205.41,21,0
3,1,1,1203543.34,17,1
5,2,2,640713.02,6,0
4,2,2,1718455.23,11,1
1,1,7,50000.0,20,0
3,4,1,1002305.44,17,1
10,3,2,118482.95,19,0
10,4,1,1205758.07,19,1
8,1,5,1522976.25,12,1
7,2,5,1043438.32,16,0
2,3,2,1552418.83,21,1
1,11,2,901964.84,16,1
3,3,4,1468625.93,23,0
5,2,0,566791.02,13,0
10,1,2,569859.77,3,1
1,0,3,849154.03,1,1
3,1,4,1674684.49,22,1
3,4,2,1170094.68,13,0
5,3,2,50000.0,21,0
3,1,0,1228978.09,18,0
9,3,3,1291624.92,24,1
1,1,1,416890.83,11,1
4,2,5,1045362.08,6,1
10,2,3,933786.69,20,1
10,3,2,623812.06,25,1
4,4,2,667215.9,18,1
1,0,5,55018.53,13,0
2,3,3,620512.58,13,1
1,2,2,697850.13,19,0
6,1,3,692050.19,1,1
3,3,4,735931.42,7,1
7,4,2,1575011.08,18,0
5,2,2,951092.09,23,0
9,1,3,1169963.6,25,0
7,3,7,1071887.83,13,1
4,2,1,821013.86,8,1
5,3,2,1473037.57,11,1
5,2,1,1458877.14,17,0
5,4,4,1176086.07,10,1
10,4,4,904892.84,22,1
9,1,4,799363.4,4,1
10,6,0,1013129.07,5,1
3,4,5,140593.19,16,1
6,3,4,841360.0,20,1
8,3,3,1250004.75,18,1
9,1,6,250414.03,18,1
7,2,1,215012.52,24,0
3,4,2,556157.84,5,1
1,3,3,486567.9,21,0
4,1,0,1091850.46,25,0
6,2,1,968822.91,25,1
3,0,1,1402337.83,16,1
1,1,4,344909.17,9,1
6,3,3,848347.85,3,1
1,3,1,1498336.38,6,1
9,2,5,1436502.91,25,1
1,4,4,173479.46,25,0
6,3,2,59250.79,10,1
1,3,4,1062010.19,2,1
7,3,4,367235.91,24,1
3,2,6,565100.13,2,1
6,1,2,1075148.09,7,1
7,3,2,842724.1,9,1
1,2,3,1310276.34,14,1
1,0,7,325928.43,8,0
5,4,0,876120.42,16,1
6,4,2,649434.96,16,1
9,5,4,1037038.22,3,1
1,5,3,943702.26,6,1
4,2,1,969905.97,11,1
10,1,3,1339750.97,11,1
8,2,3,1144955.72,6,1
10,3,2,1413700.68,18,1
9,2,5,755805.14,13,1
3,3,3,1164150.97,7,1
2,2,1,613542.08,24,0
4,5,3,610761.77,15,1
2,4,4,388179.96,11,0
1,2,4,1758971.79,6,1
3,5,2,461052.86,23,1
7,2,2,1248574.3,4,1
1,4,1,1072237.78,16,1
2,3,5,974596.7,25,0
1,1,1,933924.82,16,0
8,3,4,833075.61,18,0
5,1,4,627323.36,5,1
8,1,0,1458780.5,18,0
3,3,6,439999.97,21,0
7,3,6,918562.75,25,1
8,1,4,898854.37,1,1
6,3,0,1070617.42,4,1
7,2,2,1235663.43,10,1
2,4,2,689729.68,11,1
8,2,4,820695.48,6,1
5,4,4,514583.82,4,1
7,2,6,1147051.41,4,1
1,5,6,1212962.07,1,1
5,3,3,631929.54,1,1
1,4,2,1051877.81,3,1
8,2,5,922912.79,20,1
4,1,2,794731.87,7,1
4,2,1,1294673.04,16,1
2,1,3,1641889.07,23,0
5,2,1,299125.27,16,1
1,4,4,922913.55,1,1
9,1,2,325599.37,25,1
5,2,1,362490.08,13,0
6,5,2,712278.19,2,1
2,7,4,572834.41,12,1
10,2,3,145047.67,12,1
10,1,3,1346967.56,11,1
1,1,3,819323.22,10,1
4,2,1,726409.65,1,1
7,1,3,788231.72,14,1
6,2,4,1178035.25,2,1
10,2,2,552042.45,24,1
1,1,2,724089.79,16,0
1,3,6,50000.0,11,1
8,1,1,766175.09,5,1
4,4,2,91758.46,1,1
5,0,4,1054552.92,11,1
7,3,2,530323.05,1,1
8,4,3,726306.79,19,1
10,2,4,352060.79,14,1
7,1,2,727394.22,18,1
2,5,3,1383613.62,6,1
4,3,1,652794.03,11,1
10,0,4,497829.05,18,1
1,1,1,504781.03,21,1
10,1,1,927443.65,12,1
9,4,3,1525435.86,23,1
3,4,4,566821.3,3,1
3,3,4,758792.31,4,1
10,0,1,50000.0,10,1
9,3,1,482673.64,25,1
10,4,4,785636.22,23,1
3,2,3,999373.69,14,0
8,3,2,228865.51,14,1
2,1,5,1409235.62,25,0
3,3,6,524882.29,18,0
2,5,3,1210587.24,7,1
1,3,1,50000.0,15,0
2,1,3,246975.34,12,0
8,2,6,1593588.64,1,0
9,5,2,390443.93,14,1
2,3,4,603005.19,2,1
7,4,5,1322184.61,14,1
5,4,4,561668.24,21,1
3,2,3,870262.55,4,1
9,2,2,547320.48,18,1
6,2,2,586640.49,7,0
1,4,2,106231.13,10,1
5,3,3,736041.04,6,1
7,1,3,1217931.46,24,0
4,4,1,1080096.54,3,1
8,2,2,1173555.99,14,0
10,4,3,706369.33,2,1
5,3,2,1196745.25,8,1
9,4,4,889916.15,23,0
9,3,2,50000.0,22,1
9,3,2,616727.66,20,0
1,2,1,50000.0,18,0
2,3,2,1080343.81,4,1
3,3,2,524577.92,3,1
4,2,2,673174.77,19,0
10,4,1,1680095.41,12,1
9,2,5,622476.21,12,1
10,2,1,948347.03,12,0
6,0,0,919051.27,3,1
1,2,1,643831.85,3,1
9,10,2,347023.56,12,1
6,3,2,1433063.76,16,1
4,4,3,1318854.78,11,1
4,4,4,821473.53,7,1
3,4,4,1237296.43,14,1
7,3,4,50000.0,3,1
3,3,1,1068653.42,13,0
2,2,2,872279.22,2,1
10,2,4,1507448.16,16,1
8,2,5,470617.08,5,1
4,1,2,545617.97,12,1
8,1,6,581565.48,17,0
1,7,1,841254.31,23,0
5,1,5,751040.38,25,1
9,3,2,941103.49,13,1
1,2,0,381023.64,8,0
4,5,2,502414.29,18,1
6,1,4,1038288.0,22,0
10,2,1,1301555.63,16,1
8,3,1,1148089.92,13,1
3,4,4,50000.0,6,1
5,4,2,809901.53,22,1
7,0,0,1099686.05,24,0
1,2,4,301434.59,23,0
7,5,4,937480.22,15,1
8,4,2,213301.33,21,1
8,2,1,767111.9,13,0
9,1,1,1528488.08,1,1
6,4,2,555424.81,17,1
6,2,3,1100060.73,25,0
2,3,3,745587.11,11,1
3,2,4,1176615.9,4,1
4,3,0,1577697.76,17,1
4,3,2,50000.0,16,0
8,1,4,467441.06,11,1
1,2,7,724849.21,4,1
10,2,5,1163507.43,14,1
4,0,3,696444.95,22,0
4,1,7,1876240.78,2,1
1,5,1,267440.35,12,0
3,2,6,990772.92,5,1
5,1,2,784858.98,12,1
6,1,0,861967.9,17,1
9,2,4,973050.77,8,1
9,1,1,1193138.58,9,1
9,0,6,432771.67,1,1
1,1,3,218848.39,1,0
9,3,2,50000.0,6,1
8,1,6,492838.81,23,0
2,2,6,1561883.99,6,1
1,4,2,338161.23,19,0
1,2,3,654364.97,22,0
6,1,3,1214093.33,19,1
9,0,5,220983.1,22,0
7,3,4,696367.56,1,1
5,3,2,729746.52,4,1
2,2,6,327596.33,4,1
1,0,5,593068.6,16,0
2,0,2,1554382.96,24,1
1,2,3,1173070.84,15,1
3,5,2,1099848.47,17,0
6,1,4,91517.13,14,0
8,6,4,971939.28,11,1
3,2,4,1412372.37,23,1
10,4,2,606052.91,20,1
9,7,4,686498.5,15,1
10,6,2,50000.0,16,1
5,2,2,1456576.4,18,0
7,3,1,1297667.11,1,1
8,2,3,728311.18,21,1
3,3,3,870240.23,2,1
2,3,4,913153.44,12,1
2,1,0,1055543.11,9,0
5,1,5,805913.79,5,1
1,2,1,882528.85,10,0
2,2,1,331203.7,12,1
9,2,2,993944.67,4,1
7,2,2,1338931.2,6,1
6,2,5,616747.17,17,1
9,2,5,917612.52,12,1
7,0,5,747665.74,25,0
5,3,2,483568.16,23,0
9,1,4,1088908.0,5,1
6,0,3,775379.13,3,1
6,5,4,838286.73,24,1
4,1,2,1710560.02,25,1
1,2,4,1201650.54,23,1
5,1,3,215437.76,23,0
9,1,3,517000.35,2,1
8,1,2,595833.82,15,0
8,4,4,530756.53,11,1
5,2,1,603856.83,24,1
9,4,1,1191160.64,3,1
3,2,0,1235939.36,23,0
3,7,2,1527794.42,23,1
1,3,2,1039938.97,10,0
9,3,2,1267967.51,3,1
6,2,3,1230251.11,23,1
2,0,3,657708.94,10,0
8,1,1,514339.04,10,0
9,2,6,1626859.35,1,1
9,5,6,1317425.9,9,1
2,2,3,152363.15,17,1
2,3,3,711622.83,7,1
7,4,1,1485418.6,17,1
4,2,2,1294420.7,7,1
1,2,1,614083.19,19,0
8,2,3,992896.5,11,1
2,0,3,524487.75,3,1
3,5,2,511925.56,2,1
5,2,2,1333380.41,13,0
3,5,3,652454.3,16,1
7,6,4,1084344.61,16,1
7,3,2,1442979.59,22,0
2,6,3,980372.25,4,1
7,3,2,718707.74,16,1
6,3,3,1861928.02,19,1
10,3,1,1073064.04,7,1
9,3,6,325184.43,1,1
9,3,4,964227.67,16,1
2,3,6,1413154.95,14,1
7,2,3,951612.91,22,1
5,2,1,1286202.78,24,1
6,1,4,833270.95,6,1
1,3,3,819075.83,15,1
7,4,4,645205.8,15,1
6,1,4,119637.03,11,0
4,5,3,787400.26,25,1
1,4,3,1161261.05,9,1
9,2,2,719673.93,8,1
4,1,6,452972.12,16,1
2,2,3,1391909.8,19,0
8,1,2,208887.74,17,0
2,0,3,648137.19,7,0
5,1,2,246825.93,3,0
6,5,3,747643.58,16,1
8,3,7,797325.11,1,1
1,2,3,962453.21,18,1
1,0,3,1745486.73,22,0
4,1,4,260767.16,15,1
5,3,2,319981.22,21,0
9,4,3,432801.04,22,1
7,4,3,1267763.07,24,1
7,3,3,537869.35,2,1
8,0,2,50000.0,6,1
5,4,5,694900.02,22,1
5,2,4,499742.21,15,1
1,2,1,459453.28,13,0
9,2,7,853489.56,22,0
6,2,1,1199212.69,22,0
9,5,2,1337330.81,13,1
3,4,3,57706.4,5,1
5,1,3,1273005.0,6,0
2,3,2,1180989.77,21,0
10,3,3,676038.6,18,1
5,9,4,1031546.81,21,1
8,1,4,535686.32,17,0
2,4,7,50000.0,15,0
8,0,2,723251.07,2,1
4,1,6,746548.62,24,0
10,4,3,68555.36,5,1
10,3,7,980737.14,4,1
1,3,6,1511076.11,2,1
5,1,1,1028173.04,7,0
1,6,3,873137.03,17,1
7,2,2,1312287.82,17,0
8,3,3,1513950.66,8,1
3,3,6,200113.86,12,0
3,2,3,376040.2,11,0
7,1,2,672752.41,16,0
4,3,4,807611.13,18,0
3,1,2,70881.63,5,0
8,2,1,1133199.55,6,0
3,0,6,605805.04,24,0
7,0,2,947491.62,25,0
2,1,3,634322.73,6,1
1,1,5,1487129.86,19,0
6,3,1,576758.26,15,0
8,3,4,761179.6,21,1
1,2,4,1017892.54,23,1
10,1,2,721216.97,5,0
9,4,2,622262.69,8,1
3,4,2,1341850.7,20,0
3,3,1,691533.95,24,1
4,2,5,682884.79,11,0
1,3,4,797419.03,1,1
9,0,1,902147.23,15,1
3,4,4,856968.79,21,0
10,1,5,105986.67,3,1
4,0,3,1258120.06,8,0
1,4,3,610436.6,16,1
4,0,7,1265968.98,23,0
1,1,5,941331.11,2,1
5,3,1,897324.99,15,0
5,3,2,174826.74,25,0
7,2,2,444492.05,10,1
8,1,2,460583.16,12,0
4,3,3,650252.4,7,0
7,1,4,314754.37,2,1
4,2,2,830044.62,12,1
3,1,3,1571350.0,16,1
6,5,2,410226.95,19,1
4,2,5,1392562.16,13,1
3,3,2,455895.24,25,1
9,3,3,50000.0,25,0
5,2,4,233558.51,10,1
7,1,1,509537.2,15,0
6,7,5,333660.08,20,1
10,4,8,922859.96,18,1
5,2,1,547870.84,6,1
7,4,1,1420008.45,9,1
6,0,3,1307227.28,23,1
10,1,4,834334.56,2,1
2,2,5,906508.09,16,1
3,2,1,366178.04,2,1
2,0,0,763022.58,13,0
3,0,3,630037.48,8,1
1,3,1,980264.16,5,0
8,2,3,1083306.95,5,1
6,2,5,643743.93,18,0
2,0,3,1357145.29,5,1
8,0,2,1293775.63,18,0
6,2,4,766717.86,19,0
7,7,2,1833895.92,20,1
1,2,4,868621.31,21,1
7,1,2,944524.25,19,0
3,1,5,956895.43,21,0
8,3,1,1002510.66,19,0
6,2,1,207196.03,3,1
4,2,1,769951.43,17,0
8,5,0,417752.28,6,1
9,2,2,776777.36,25,1
10,2,3,1199367.31,8,1
2,1,3,1200123.05,10,1
6,1,3,934569.15,5,1
5,0,3,1012656.59,9,1
5,1,3,50000.0,19,0
10,2,1,648763.9,17,1
3,3,4,377020.86,1,1
8,3,1,189452.12,3,1
8,0,7,694915.53,13,1
5,0,2,1172552.5,16,1
8,3,3,846426.02,14,1
10,2,3,268151.57,20,1
8,5,1,993229.17,2,1
3,1,1,1113522.07,23,1
2,3,2,1550580.83,16,1
9,2,9,50000.0,5,1
2,1,4,565114.12,8,0
9,1,4,532950.69,5,1
4,2,5,1184739.44,22,0
2,0,4,270733.31,7,0
10,4,5,964504.97,1,1
1,0,2,798898.05,16,0
4,4,1,510820.35,9,1
9,3,7,628550.54,10,1
9,3,3,384956.37,24,1
4,1,2,717085.1,14,1
9,3,1,796006.58,10,0
6,2,2,507801.96,7,1
1,2,2,50000.0,20,0
10,2,7,1286337.28,12,1
6,5,4,864571.32,17,0
9,2,1,1023296.23,2,1
2,3,3,708233.75,17,0
6,2,1,1099599.34,22,1
2,2,4,50000.0,20,0
4,3,5,731524.36,9,1
8,4,3,504771.11,2,1
7,4,5,511173.2,2,1
9,5,2,1195004.73,22,1
7,3,7,196055.61,17,0
1,0,0,1243668.14,10,0
2,0,3,483136.34,19,1
6,6,0,632044.83,7,1
7,4,5,831711.99,24,1
3,1,5,843355.54,22,1
9,2,3,1073998.64,17,1
7,2,0,350127.96,15,0
6,1,1,375968.31,6,1
6,3,1,909432.29,15,0
1,1,2,586737.85,13,0
5,0,3,646971.56,14,1
10,1,5,249096.61,1,1
3,3,6,870188.29,11,1
7,7,2,428623.08,13,1
10,1,3,1277184.1,9,1
3,1,1,247484.28,8,0
5,1,3,383137.74,23,0
7,3,2,517052.56,24,0
3,3,1,1099998.64,13,1
10,3,5,576828.16,9,1
2,1,5,70376.5,8,1
6,3,1,971664.94,6,1
8,1,5,925255.61,11,1
4,3,4,495561.88,17,0
9,1,3,1088011.5,7,1
8,4,5,1359500.7,8,1
7,4,2,519733.98,10,1
7,1,4,666275.6,4,1
3,3,2,615204.79,3,1
6,3,1,799395.37,22,0
5,1,4,1023874.02,8,1
1,4,2,1340208.19,5,1
3,3,2,655871.03,24,0
1,1,1,1063279.51,14,1
4,3,5,1567101.29,10,1
10,1,3,922956.68,17,1
3,3,5,197050.48,10,1
4,2,1,425211.99,20,0
9,2,3,837919.33,24,0
3,1,1,1807014.25,19,0
6,3,2,812473.91,5,0
6,2,3,960973.91,2,1
7,2,4,1471187.69,1,1
9,4,2,1578993.63,17,1
7,3,3,1500960.9,18,1
1,3,3,1043764.1,22,1
8,2,5,651214.48,23,1
5,4,8,1413707.14,19,1
9,4,2,1195299.84,25,1
10,7,5,328854.69,6,1
5,3,7,803542.45,17,1
5,3,2,742632.67,22,1
2,6,3,310987.62,15,1
3,1,4,569878.44,15,1
10,3,2,801394.2,17,1
9,3,5,647967.06,7,1
7,3,5,1036991.2,19,1
1,4,5,393725.52,25,0
3,1,4,620138.14,17,0
2,2,2,433600.8,11,0
1,1,2,162571.17,4,1
9,2,3,600689.05,6,1
8,2,3,489273.76,7,1
5,1,1,1116407.95,9,1
2,4,4,959017.1,4,1
1,1,2,929114.42,14,0
7,4,3,841299.57,22,0
2,1,1,517038.53,22,0
1,0,3,280581.5,21,0
2,1,1,943072.68,14,1
7,0,4,50000.0,25,0
7,4,2,428671.91,21,1
10,5,4,1074450.81,19,1
6,0,2,597801.57,16,1
5,3,4,1206790.92,10,1
3,3,0,1297446.94,5,1
3,3,4,745051.5,9,0
9,1,0,1279008.32,9,0
4,3,1,315556.57,13,1
9,5,1,102887.72,16,1
4,3,3,688035.93,25,0
2,3,5,1426015.78,2,1
4,0,1,674118.17,14,0
6,4,3,1269212.27,5,1
6,2,1,1109572.93,9,1
5,3,0,1226949.16,21,0
1,3,4,505933.75,2,0
3,1,0,1164188.34,10,0
5,5,1,50000.0,3,1
6,2,1,946674.51,8,0
1,1,6,1055092.43,10,1
9,3,2,798215.7,4,1
3,2,6,1534077.45,13,1
10,1,5,1404995.53,2,1
3,4,3,989727.31,18,1
2,5,1,381401.52,9,0
8,0,3,456458.43,2,1
3,3,2,763524.35,16,1
6,0,3,1314647.37,16,0
2,0,2,715104.22,10,1
7,4,5,348578.74,5,1
4,2,1,1188453.23,16,0
9,0,7,1596333.2,9,0
10,7,3,84679.63,7,1
9,2,3,563043.33,24,0
7,1,3,1245977.07,18,1
8,1,2,886573.66,21,0
3,4,3,1319326.24,10,1
5,0,3,501284.69,5,0
2,2,2,473696.6,13,0
10,2,2,807186.98,24,0
7,1,3,615682.88,5,1
8,1,2,733989.78,16,1
9,4,3,671857.27,14,1
7,2,4,50000.0,20,0
10,4,4,678775.05,13,1
10,5,5,736492.08,22,0
8,2,1,973088.68,21,1
9,1,1,773195.8,13,1
6,4,5,329354.86,4,1
10,4,5,349126.12,8,1
2,5,2,873187.87,22,1
2,3,7,339857.7,15,0
4,1,7,50000.0,17,1
9,1,4,1088987.01,25,0
7,5,1,736427.07,17,0
2,2,0,1103225.19,13,1
8,1,1,875629.61,4,1
7,3,4,366753.55,1,1
9,3,1,334578.61,14,1
8,2,3,1179415.43,11,1
3,0,2,1136889.73,7,1
1,1,1,665163.82,11,1
2,1,1,363772.17,3,1
2,2,0,1080569.49,18,0
4,0,6,120774.58,4,0
6,6,4,666013.55,10,1
4,2,5,1298127.86,12,1
9,3,4,760980.74,24,1
4,0,7,601406.04,20,1
6,0,3,490073.06,2,0
6,3,2,815393.31,21,1
10,0,4,1271013.81,16,1
10,1,6,849782.5,5,1
1,3,3,1045207.25,6,1
8,2,1,1109888.48,6,1
3,1,1,1387450.18,20,1
6,1,4,442017.8,22,0
3,4,2,1166942.94,2,1
2,7,1,1204845.84,18,1
5,1,1,142394.14,21,0
1,1,2,645712.93,6,0
9,0,5,1005011.41,23,0
7,3,1,773660.88,2,0
3,0,5,1029328.46,14,1
4,2,3,1062099.94,4,1
6,4,3,761607.94,16,1
3,3,3,545530.55,7,0
7,5,4,696208.8,21,1
6,5,2,309257.75,19,0
9,0,1,228701.36,25,0
5,1,3,1055140.82,25,1
4,1,4,1157141.74,17,1
3,1,2,321102.65,8,1
10,2,2,988671.2,19,1
1,2,1,903035.26,13,1
3,2,3,209132.83,22,0
3,3,4,1576440.38,6,1
7,6,3,701995.98,22,1
7,2,3,960250.33,9,1
1,1,2,928666.56,17,0
3,2,2,823491.04,2,1
8,2,4,1004586.98,5,1
9,1,2,1409052.94,7,1
7,2,2,1608619.33,9,1
7,1,3,889558.26,22,0
8,5,4,930271.37,7,1
6,2,2,1599372.67,8,1
3,2,3,788468.58,18,1
1,2,3,449743.36,2,1
7,4,2,595220.52,7,1
1,3,5,757621.3,17,0
1,1,3,574965.07,16,0
9,3,2,1332209.93,16,1
10,2,3,537455.79,4,1
7,0,1,282285.13,14,0
4,0,3,805316.7,24,0
6,2,8,1117243.58,12,1
1,3,4,1094449.23,25,0
7,4,4,686036.28,24,0
6,4,1,764615.49,20,0
4,1,1,808753.97,9,0
7,3,3,363592.42,5,1
3,0,2,677572.88,1,1
1,2,3,355198.95,17,0
4,2,4,213898.19,1,1
3,1,6,1426768.95,9,1
1,6,4,557760.68,16,1
2,3,1,870251.65,23,0
5,1,0,902025.78,13,0
8,3,5,928106.2,21,1
1,4,2,1159131.19,5,1
4,2,2,470322.73,7,1
4,1,0,951758.19,9,1
5,5,2,934363.98,8,1
7,1,5,984143.86,4,1
8,2,3,773699.72,14,0
6,4,3,928996.18,4,1
1,2,4,1041345.69,24,0
7,2,3,1011206.17,4,1
3,5,3,860839.91,8,1
6,3,2,1702210.3,2,1
8,4,3,332814.39,1,1
7,1,3,643562.46,23,1
10,5,7,822593.11,16,1
6,3,6,565036.17,20,1
9,4,8,588197.08,18,0
9,2,2,268227.42,4,1
1,2,4,455982.49,9,0
1,2,5,589612.98,20,0
1,2,3,712675.57,14,0
8,1,4,809043.39,17,0
10,4,0,316838.69,7,1
7,3,5,428738.33,17,1
3,1,3,808488.83,5,0
2,3,1,912724.46,1,1
4,0,0,824878.6,15,0
3,3,4,352923.99,9,1
7,2,3,656984.74,9,0
10,3,1,803715.49,19,1
8,3,2,869841.02,1,1
6,1,3,999293.6,16,0
3,1,5,664215.06,7,1
6,3,5,720978.87,4,1
2,3,4,706063.44,3,1
7,3,1,918882.37,5,1
10,2,1,874367.78,16,0
7,3,4,505882.91,11,1
4,5,3,752154.48,2,1
8,3,1,1329594.27,2,1
4,3,3,1049761.04,20,1
7,2,3,50000.0,14,0
4,0,1,1033293.42,23,0
5,0,5,676044.9,21,0
7,1,3,1599309.45,7,1
10,3,2,1233310.42,13,1
3,1,4,935890.47,21,1
10,0,0,1073004.03,17,1
5,0,1,1529538.99,17,0
3,1,4,909798.39,14,0
5,5,4,203389.39,7,1
3,1,2,930477.47,24,0
10,2,4,914780.73,24,0
7,2,1,941700.67,12,1
1,1,4,505616.13,23,0
9,5,7,1051138.19,4,1
9,5,5,1021509.44,13,1
5,2,2,315093.49,10,1
9,3,4,564849.15,13,1
10,2,0,825692.55,5,0
6,5,1,781901.34,15,0
5,1,4,249394.87,2,1
3,2,6,839547.02,21,0
8,7,3,739250.07,2,1
4,3,3,492503.65,15,0
10,2,3,653454.52,13,1
3,2,3,432769.07,1,1
6,2,2,850853.53,21,0
8,1,4,358543.31,23,0
9,4,3,829374.9,21,1
6,2,3,976885.71,7,1
5,1,4,385620.95,3,1
2,1,1,425663.3,22,0
2,1,1,1146737.5,17,1
9,4,5,957492.32,3,1
2,3,4,1433763.53,9,0
2,3,3,851032.13,15,1
3,1,1,862102.35,3,0
3,2,2,1056932.29,1,1
4,4,3,422649.77,18,1
7,3,1,723820.47,15,1
9,2,2,1131201.93,2,1
2,3,3,979758.96,15,0
4,2,4,295187.46,14,0
9,3,6,662931.05,16,0
2,1,4,1128767.16,21,0
10,1,0,936888.08,24,0
1,2,0,1037594.4,12,0
10,3,5,50000.0,5,1
8,3,4,1135510.33,24,1
9,3,5,507467.39,23,1
7,1,4,662467.09,16,0
8,3,2,381197.56,22,1
4,5,3,558554.3,24,0
4,1,2,451186.89,16,0
2,1,6,1002417.07,22,1
8,5,2,1498599.01,14,1
2,1,3,1469378.38,15,1
9,2,3,336834.36,17,0
4,2,3,697239.19,19,0
1,1,7,50000.0,14,1
4,1,4,926732.2,22,0
3,1,3,611415.74,11,0
6,5,4,1216801.4,10,1
7,1,0,896190.33,2,1
8,1,2,143832.5,21,0
2,5,4,569279.23,18,0
6,2,4,969887.03,1,1
6,1,3,591453.43,22,0
10,3,4,1012752.66,14,1
5,3,7,133417.41,11,1
10,2,0,606970.29,18,1
10,1,4,1219001.57,3,1
7,2,0,354599.63,12,1
3,4,3,715106.14,9,0
4,3,3,1291627.72,20,1
10,2,6,680192.43,6,1
9,3,2,923379.06,6,0
4,3,3,1150805.63,20,1
3,1,1,222450.68,15,0
2,0,3,736530.37,20,0
5,4,3,1347459.04,11,1
4,5,0,719889.8,10,1
8,3,3,1193383.13,15,1
7,2,1,551525.63,4,1
6,2,3,753757.87,22,0
2,3,4,1683555.01,16,1
3,2,2,1163088.34,16,0
10,6,6,1130277.96,23,1
9,3,1,1043804.78,1,1
9,4,0,742068.18,8,1
5,2,1,961829.08,19,1
3,1,0,625560.72,16,0
2,5,2,92749.74,20,1
8,6,2,971529.07,22,1
6,5,2,1879926.7,12,0
10,3,2,118636.43,18,0
7,0,4,235022.41,9,0
1,2,2,405128.59,4,1
1,1,3,1287692.72,12,1
10,2,3,718302.51,2,1
2,3,4,621011.12,16,0
10,2,4,890831.51,14,1
3,6,1,758629.69,5,1
1,3,3,1002377.82,5,1
5,2,4,868055.63,23,1
3,2,2,50000.0,5,1
1,1,4,1025195.27,9,1
8,3,3,420852.21,6,1
6,0,3,396722.7,21,1
9,3,5,703864.12,19,0
3,2,3,70712.88,13,1
9,5,2,892159.66,4,1
9,2,1,996745.31,6,1
1,2,4,1238419.99,18,0
3,2,3,751423.11,20,0
6,3,3,439918.02,24,1
8,2,3,347014.03,4,0
4,3,4,1022472.98,5,1
5,2,3,613095.05,10,0
9,4,2,50000.0,21,1
6,6,4,642380.93,19,1
7,2,0,1241068.38,7,1
7,5,4,1320048.02,6,1
4,2,4,453024.32,17,1
4,4,1,515152.63,5,1
4,1,4,686751.28,17,1
5,4,1,573686.11,18,1
5,2,6,1295673.49,15,0
8,2,0,801833.19,16,1
9,1,2,931125.76,9,1
2,2,1,433204.41,3,0
7,2,2,680995.63,8,0
1,2,4,164555.46,20,0
1,2,8,944378.44,10,1
4,2,1,861819.08,16,1
10,3,3,935179.36,12,0
7,1,6,1375312.83,2,0
2,2,7,618587.28,22,0
2,1,6,1128063.12,8,1
1,2,1,771989.54,10,0
10,1,4,1201298.37,20,0
2,0,5,603789.18,3,1
7,1,3,428726.09,25,0
9,1,6,296172.7,25,1
6,0,0,1056744.08,9,0
10,2,6,603783.23,14,1
2,0,3,156438.1,4,1
10,0,5,878350.82,21,1
10,4,3,586741.89,7,1
9,4,1,75046.97,11,1
7,6,5,50000.0,20,0
1,5,3,1044816.62,5,0
9,2,4,858932.55,15,1
2,4,4,681889.21,7,1
4,2,6,871607.05,2,1
9,2,3,1420655.92,14,1
4,4,3,1459655.44,4,1
3,1,1,597705.74,6,0
1,3,4,1317824.08,24,0
7,4,4,902383.55,8,1
6,5,4,569043.86,19,1
10,3,2,292078.04,17,1
4,3,1,826164.86,10,0
6,1,3,1016917.75,2,1
6,3,3,163653.3,9,1
4,1,2,896472.73,16,0
6,2,5,288513.99,3,1
10,1,2,789022.94,22,1
8,3,1,1043545.26,16,0
3,1,3,952085.53,17,1
4,1,1,626003.01,23,0
10,2,1,926671.44,5,1
1,7,4,50000.0,23,1
4,3,3,1170528.28,6,1
10,3,2,1220431.9,5,1
10,2,3,551809.31,25,1
9,2,4,1279756.47,11,1
8,1,2,772315.7,19,1
4,6,4,1226372.79,9,1
7,1,4,50000.0,5,1
10,2,6,431371.98,20,1
3,0,4,143225.6,24,0
9,6,1,343982.17,22,1
10,1,4,1189911.15,16,1
4,3,8,676298.68,2,1
2,2,4,625984.3,2,1
10,1,2,409361.76,20,0
5,1,4,1007020.59,4,1
2,3,5,540713.38,2,1
10,1,3,587342.94,22,0
6,3,2,448922.81,8,1
10,1,3,1480155.21,2,1
1,4,2,791779.49,15,1
6,0,1,815555.41,10,0
4,0,1,957882.69,8,0
3,2,3,176064.46,20,1
